#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","FSIS11920352","""FSIS11920352"",""SRS4712294""","Enteritidis","PDT000497159.2","2019-05-01T21:52:04Z","USA:FL","comminuted chicken","environmental/other","USA:FL","PDS000032669.436",1,3,"SAMN11553496","GCA_006752925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920415","""FSIS11920415"",""SRS4713083""","Enteritidis","PDT000497173.2","2019-05-01T23:50:49Z","USA:AL","comminuted chicken","environmental/other","USA:AL","PDS000083226.1089",4,3,"SAMN11554160","GCA_006810345.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920565","""FSIS11920565"",""SRS4713097""","Enteritidis","PDT000497187.2","2019-05-01T23:50:52Z","USA:PR","raw intact chicken","environmental/other","USA:PR","PDS000065758.1669",0,0,"SAMN11554177","GCA_006838665.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924227","""FSIS21924227"",""SRS4719787""","Enteritidis","PDT000498206.2","2019-05-04T21:49:18Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",1,4,"SAMN11571843","GCA_006687465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924223","""FSIS21924223"",""SRS4719789""","Enteritidis","PDT000498208.2","2019-05-04T21:49:19Z","USA:AZ","raw intact chicken","environmental/other","USA:AZ","PDS000030237.1646",3,5,"SAMN11571839","GCA_006687925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924212","""FSIS21924212"",""SRS4726701""","Enteritidis","PDT000498790.2","2019-05-06T15:51:52Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000065758.1669",1,0,"SAMN11581005","GCA_006751965.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901869","""FSIS31901869"",""SRS4728907""","Enteritidis","PDT000498927.2","2019-05-06T22:50:18Z","USA:MD","raw intact chicken","environmental/other","USA:MD","PDS000065758.1669",0,1,"SAMN11582892","GCA_006811065.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901880","""FSIS31901880"",""SRS4728919""","Enteritidis","PDT000498939.2","2019-05-06T22:50:20Z","USA:DE","raw intact chicken","environmental/other","USA:DE","PDS000083226.1089",2,1,"SAMN11582895","GCA_007790175.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901922","""FSIS31901922"",""SRS4728921""","Enteritidis","PDT000498941.2","2019-05-06T22:50:20Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,2,"SAMN11582913","GCA_007789635.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924250","""FSIS21924250"",""SRS4735458""","Enteritidis","PDT000499210.2","2019-05-08T13:53:20Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000065758.1669",1,0,"SAMN11603837","GCA_007823425.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920794","""FSIS11920794"",""SRS4735918""","Enteritidis","PDT000499333.2","2019-05-08T15:53:24Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000032668.1668",4,3,"SAMN11604215","GCA_006752645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920796","""FSIS11920796"",""SRS4735937""","Enteritidis","PDT000499336.2","2019-05-08T15:53:25Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,3,"SAMN11604217","GCA_006839925.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920635","""FSIS11920635"",""SRS4750806""","Enteritidis","PDT000499879.2","2019-05-11T22:49:00Z","USA:NY","raw intact chicken","environmental/other","USA:NY","PDS000065758.1669",2,1,"SAMN11625688","GCA_007823525.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920631","""FSIS11920631"",""SRS4750933""","Enteritidis","PDT000499907.2","2019-05-11T22:49:05Z","USA:FL","chicken carcass","environmental/other","USA:FL","PDS000030237.1646",1,1,"SAMN11625685","GCA_006752065.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924267","""FSIS21924267"",""SRS4751955""","Enteritidis","PDT000500438.2","2019-05-13T14:56:07Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",12,3,"SAMN11634406","GCA_007792415.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924255","""FSIS21924255"",""SRS4751960""","Enteritidis","PDT000500443.2","2019-05-13T14:56:08Z","USA:MO","raw intact chicken","environmental/other","USA:MO","PDS000083226.1089",1,0,"SAMN11634400","GCA_007909405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924287","""FSIS21924287"",""SRS4751972""","Enteritidis","PDT000500451.2","2019-05-13T14:56:10Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000083226.1089",6,4,"SAMN11634411","GCA_007791375.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920569","""FSIS11920569"",""SRS4752778""","Enteritidis","PDT000500467.2","2019-05-13T18:51:43Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000083226.1089",2,1,"SAMN11634840","GCA_006754685.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920995","""FSIS11920995"",""SRS4754847""","Enteritidis","PDT000500584.2","2019-05-13T21:51:32Z","USA:GA","comminuted chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN11637117","GCA_006753385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901909","""FSIS31901909"",""SRS4754862""","Enteritidis","PDT000500599.2","2019-05-13T21:51:34Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",0,0,"SAMN11637219","GCA_006811145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901956","""FSIS31901956"",""SRS4754863""","Enteritidis","PDT000500600.2","2019-05-13T21:51:35Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",2,2,"SAMN11637222","GCA_007792735.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11920870","""FSIS11920870"",""SRS4767918""","Enteritidis","PDT000501506.2","2019-05-15T22:51:49Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000083226.1089",0,0,"SAMN11655402","GCA_006753165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924318","""FSIS21924318"",""SRS4786358""","Enteritidis","PDT000503143.2","2019-05-18T11:50:29Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",3,3,"SAMN11741595","GCA_006838905.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924347","""FSIS21924347"",""SRS4786361""","Enteritidis","PDT000503146.2","2019-05-18T11:50:30Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000246039.3",6,8,"SAMN11741601","GCA_007792935.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924350","""FSIS21924350"",""SRS4786362""","Enteritidis","PDT000503147.2","2019-05-18T11:50:30Z","USA:AL","raw intact chicken","environmental/other","USA:AL","PDS000065758.1669",2,1,"SAMN11741585","GCA_006688425.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924317","""FSIS21924317"",""SRS4786364""","Enteritidis","PDT000503149.2","2019-05-18T11:50:30Z","USA:TX","raw intact chicken","environmental/other","USA:TX","PDS000083226.1089",0,0,"SAMN11741594","GCA_007792755.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924355","""FSIS21924355"",""SRS4786367""","Enteritidis","PDT000503152.2","2019-05-18T11:50:31Z","USA:MN","comminuted chicken","environmental/other","USA:MN","PDS000065758.1669",2,0,"SAMN11741588","GCA_006687865.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924360","""FSIS21924360"",""SRS4786372""","Enteritidis","PDT000503157.2","2019-05-18T11:50:32Z","USA:AR","raw intact chicken","environmental/other","USA:AR","PDS000083226.1089",2,2,"SAMN11741593","GCA_006811225.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901962","""FSIS31901962"",""SRS4788874""","Enteritidis","PDT000503407.2","2019-05-20T13:54:51Z","USA:TN","raw intact chicken","environmental/other","USA:TN","PDS000083226.1089",2,1,"SAMN11775963","GCA_007792915.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901926","""FSIS31901926"",""SRS4788941""","Enteritidis","PDT000503418.2","2019-05-20T13:54:53Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000083226.1089",4,4,"SAMN11775948","GCA_007792875.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901994","""FSIS31901994"",""SRS4802991""","Enteritidis","PDT000504737.2","2019-05-22T14:57:10Z","USA:WV","raw intact chicken","environmental/other","USA:WV","PDS000030237.1646",1,2,"SAMN11811306","GCA_007792895.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921196","""FSIS11921196"",""SRS4803055""","Enteritidis","PDT000504801.2","2019-05-22T14:57:23Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000032668.1668",7,3,"SAMN11811401","GCA_006752385.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902001","""FSIS31902001"",""SRS4809647""","Enteritidis","PDT000505111.1","2019-05-23T18:52:55Z","USA:NJ","comminuted chicken","environmental/other","USA:NJ","PDS000030237.1646",0,2,"SAMN11835621","GCA_016264465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902000","""FSIS31902000"",""SRS4809649""","Enteritidis","PDT000505113.2","2019-05-23T18:52:56Z","USA:NY","raw intact chicken","environmental/other","USA:NY","PDS000065758.1669",1,1,"SAMN11835620","GCA_007793475.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901999","""FSIS31901999"",""SRS4809655""","Enteritidis","PDT000505119.2","2019-05-23T18:52:57Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",1,0,"SAMN11835619","GCA_006811045.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902028","""FSIS31902028"",""SRS4813658""","Enteritidis","PDT000505248.2","2019-05-24T22:50:10Z","USA:GA","chicken carcass","environmental/other","USA:GA","PDS000030237.1646",2,2,"SAMN11843905","GCA_007793215.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902030","""FSIS31902030"",""SRS4813662""","Enteritidis","PDT000505252.2","2019-05-24T22:50:10Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",1,0,"SAMN11843907","GCA_007824085.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902027","""FSIS31902027"",""SRS4813669""","Enteritidis","PDT000505259.2","2019-05-24T22:50:11Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",3,1,"SAMN11843904","GCA_006753045.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924380","""FSIS21924380"",""SRS4813678""","Enteritidis","PDT000505268.1","2019-05-24T22:50:13Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000030237.1646",5,1,"SAMN11843889",,"mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921180","""FSIS11921180"",""SRS4822022""","Enteritidis","PDT000505474.2","2019-05-25T23:54:32Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",3,2,"SAMN11860611","GCA_007794075.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921187","""FSIS11921187"",""SRS4822043""","Enteritidis","PDT000505494.2","2019-05-25T23:54:35Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000032668.1668",1,1,"SAMN11860615","GCA_007793195.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921362","""FSIS11921362"",""SRS4822046""","Enteritidis","PDT000505497.2","2019-05-25T23:54:36Z","USA:KY","raw intact chicken","environmental/other","USA:KY","PDS000030237.1646",3,2,"SAMN11860620","GCA_006688625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921366","""FSIS11921366"",""SRS4822051""","Enteritidis","PDT000505502.2","2019-05-25T23:54:37Z","USA:TX","comminuted chicken","environmental/other","USA:TX","PDS000032668.1668",1,1,"SAMN11860624","GCA_006754105.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921363","""FSIS11921363"",""SRS4822053""","Enteritidis","PDT000505504.2","2019-05-25T23:54:37Z","USA:AL","chicken carcass","environmental/other","USA:AL","PDS000030237.1646",3,3,"SAMN11860621","GCA_006754065.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921380","""FSIS11921380"",""SRS4822055""","Enteritidis","PDT000505506.2","2019-05-25T23:54:37Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000032668.1668",2,3,"SAMN11860628","GCA_007793575.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921365","""FSIS11921365"",""SRS4822056""","Enteritidis","PDT000505507.2","2019-05-25T23:54:38Z","USA:MS","comminuted chicken","environmental/other","USA:MS","PDS000083226.1089",1,1,"SAMN11860623","GCA_006809845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31901995","""FSIS31901995"",""SRS4822059""","Enteritidis","PDT000505518.2","2019-05-26T00:55:41Z","USA:CA","raw intact chicken","environmental/other","USA:CA","PDS000030237.1646",0,2,"SAMN11860656","GCA_007793595.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921256","""FSIS11921256"",""SRS4827219""","Enteritidis","PDT000509041.2","2019-05-28T17:52:38Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000030237.1646",7,4,"SAMN11872539","GCA_007793835.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924438","""FSIS21924438"",""SRS4827225""","Enteritidis","PDT000509048.2","2019-05-28T17:52:40Z","USA:VA","raw intact chicken","environmental/other","USA:VA","PDS000083226.1089",3,3,"SAMN11872577","GCA_006811005.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924440","""FSIS21924440"",""SRS4827399""","Enteritidis","PDT000509062.2","2019-05-28T17:52:42Z","USA:TX","chicken carcass","environmental/other","USA:TX","PDS000032668.1668",1,1,"SAMN11872579","GCA_007794575.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921375","""FSIS11921375"",""SRS4831315""","Enteritidis","PDT000509390.2","2019-05-28T23:51:17Z","USA:TN","raw intact chicken","environmental/other","USA:TN","PDS000083226.1089",0,0,"SAMN11877134","GCA_007823625.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902042","""FSIS31902042"",""SRS4836631""","Enteritidis","PDT000509582.2","2019-05-29T18:59:33Z","USA:KS","comminuted chicken","environmental/other","USA:KS","PDS000030237.1646",1,3,"SAMN11881603","GCA_007794355.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS31902065","""FSIS31902065"",""SRS4851037""","Enteritidis","PDT000510619.2","2019-05-31T13:55:57Z","USA:DE","raw intact chicken","environmental/other","USA:DE","PDS000030237.1646",2,1,"SAMN11897657","GCA_006688405.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924442","""FSIS21924442"",""SRS4856887""","Enteritidis","PDT000510867.2","2019-05-31T22:54:49Z","USA:NJ","comminuted chicken","environmental/other","USA:NJ","PDS000030237.1646",0,2,"SAMN11915528","GCA_007823965.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS21924447","""FSIS21924447"",""SRS4857027""","Enteritidis","PDT000510887.2","2019-05-31T22:54:53Z","USA:GA","raw intact chicken","environmental/other","USA:GA","PDS000065765.262",2,1,"SAMN11915533","GCA_007795235.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921447","""FSIS11921447"",""SRS4869965""","Enteritidis","PDT000517481.2","2019-06-03T20:51:43Z","USA:CA","comminuted chicken","environmental/other","USA:CA","PDS000083226.1089",1,0,"SAMN11940654","GCA_007793875.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921450","""FSIS11921450"",""SRS4869967""","Enteritidis","PDT000517483.2","2019-06-03T20:51:43Z","USA:NY","comminuted chicken","environmental/other","USA:NY","PDS000030237.1646",5,3,"SAMN11940657","GCA_007794715.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921388","""FSIS11921388"",""SRS4877668""","Enteritidis","PDT000517954.2","2019-06-05T01:54:12Z","USA:NY","comminuted chicken","environmental/other","USA:NY","PDS000030237.1646",2,1,"SAMN11958791","GCA_006837965.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921391","""FSIS11921391"",""SRS4877671""","Enteritidis","PDT000517957.2","2019-06-05T01:54:13Z","USA:OH","raw intact chicken","environmental/other","USA:OH","PDS000065758.1669",3,3,"SAMN11958794","GCA_007795255.1","gyrA_D87Y=POINT,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921438","""FSIS11921438"",""SRS4884483""","Enteritidis","PDT000518220.1","2019-06-06T16:51:16Z","USA:MS","chicken carcass","environmental/other","USA:MS","PDS000246039.3",3,2,"SAMN11962609","GCA_006397035.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS11921184","""FSIS11921184"",""SRS4884487""","Enteritidis","PDT000518223.1","2019-06-06T16:51:16Z","USA:MS","raw intact chicken","environmental/other","USA:MS","PDS000083226.1089",2,2,"SAMN11962599","GCA_006397095.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N18S0263","""CVM N18S0263"",""SRS4887617""","Enteritidis","PDT000518270.1","2019-06-06T17:52:19Z","USA:WA","Chicken Thighs","environmental/other",,"PDS000030237.1646",3,1,"SAMN11967955","GCA_006338605.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N18S0683","""CVM N18S0683"",""SRS4887579""","Enteritidis","PDT000518308.1","2019-06-06T17:52:26Z","USA:MN","Chicken Thighs","environmental/other",,"PDS000032668.1668",0,1,"SAMN11968066","GCA_006337515.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
